,tx,ty,tz,PL,angle
0,-0.002459,-0.0016710000000000008,0.004921,1,1
0,-0.0014110000000000004,-0.0005509999999999998,0.0028240000000000006,2,1
0,0.0007129999999999997,-0.006761,-0.0014229999999999998,3,1
0,-0.0030290000000000004,-0.010735000000000001,0.006057,4,1
0,-0.0008100000000000003,-0.0038289999999999995,0.0016190000000000004,5,1
0,-0.005342,0.0035499999999999993,0.010685,6,1
0,0.003796,0.005489999999999999,-0.007588000000000001,7,1
0,0.0023899999999999998,0.011224000000000001,-0.004776999999999999,8,1
0,-0.0002989999999999999,0.006122000000000001,0.0005949999999999994,9,1
0,-0.003916,0.005054000000000001,0.007833999999999999,10,1
0,0.0007289999999999998,-7.199999999999931e-05,-0.001454999999999999,11,1
0,0.0022819999999999997,-0.0024610000000000014,-0.004567,12,1
0,-0.006758999999999999,-0.002061000000000002,0.013516000000000004,13,1
0,-0.003211999999999999,0.014067000000000001,0.006425999999999999,14,1
0,0.00506,-0.0036060000000000007,-0.010118,15,1
0,-0.003635,0.011876,0.007264,16,1
0,-0.001757,-0.008494999999999999,0.003519000000000001,17,1
0,0.001607,0.007594,-0.003219,18,1
0,0.0019460000000000002,-0.005089,-0.0038870000000000007,19,1
0,-0.0038420000000000004,7.800000000000038e-05,0.007681,20,1
0,-0.0023510000000000002,-0.005464999999999998,0.004703999999999999,21,1
0,0.0003299999999999999,0.0015269999999999988,-0.0006609999999999998,22,1
0,-0.0026569999999999996,-0.003835,0.005313,23,1
0,-0.0007510000000000001,0.001762000000000001,0.0015070000000000005,24,1
0,-0.0006990000000000002,0.001850000000000001,0.0013979999999999993,25,1
0,-0.0004100000000000002,0.010764,0.0008180000000000002,26,1
0,0.0011250000000000001,-0.0015469999999999993,-0.0022500000000000007,27,1
0,0.000163,-0.0029950000000000003,-0.00032299999999999994,28,1
0,0.0005120000000000001,0.008526,-0.0010230000000000003,29,1
0,-0.0029000000000000002,-0.0007569999999999996,0.005801,30,1
0,-0.00014900000000000004,0.004873,0.00029500000000000056,31,1
0,-0.00025600000000000004,0.0009370000000000005,0.0005109999999999995,32,1
0,-0.002829000000000001,-0.005099999999999999,0.005658,33,1
0,-0.0014179999999999996,-0.0029959999999999995,0.002836,34,1
0,0.0015839999999999997,0.003915999999999999,-0.00317,35,1
0,-0.001325,-0.0007200000000000005,0.0026530000000000004,36,1
0,-0.00035199999999999983,0.0006690000000000003,0.0007009999999999997,37,1
0,-6.200000000000004e-05,0.0042510000000000004,0.0001259999999999997,38,1
