,tx,ty,tz,PL,angle
0,-0.00323,0.002075000000000001,-0.0076739999999999985,49,3
0,0.001927,0.0015069999999999997,0.001343,50,3
0,-0.005488,-0.009327000000000002,0.002077999999999999,51,3
0,0.0033319999999999995,0.0011520000000000005,0.0040420000000000005,52,3
0,0.0038140000000000005,0.002641999999999999,0.0030649999999999996,53,3
0,-0.0026870000000000006,-0.005804,0.002476,54,3
0,0.0017130000000000003,0.004678000000000001,-0.002731000000000001,55,3
0,-0.001073,0.005718999999999999,-0.008457000000000001,56,3
0,-0.0011449999999999993,-0.006360999999999999,0.005620999999999999,57,3
0,0.00013600000000000027,-0.0007549999999999994,0.0011060000000000002,58,3
0,0.0018549999999999997,0.005550000000000002,-0.003524999999999999,59,3
0,-0.009729,-0.009334,-0.00477,60,3
0,-0.0034919999999999994,-0.0017559999999999993,-0.0035859999999999998,61,3
0,0.003490000000000001,0.0019570000000000004,0.003344000000000001,62,3
0,0.00173,0.0013999999999999998,0.0011549999999999993,63,3
0,-0.0008499999999999996,-0.005391,0.004958999999999999,64,3
0,-0.0012019999999999995,-0.00037699999999999973,-0.001500000000000001,65,3
0,0.002078,0.002256999999999999,0.0007059999999999998,66,3
0,-0.004162,0.0004260000000000005,-0.0072369999999999995,67,3
0,0.0024590000000000002,0.0003589999999999995,0.0035550000000000004,68,3
0,0.001801,0.002713,-0.0002770000000000004,69,3
0,-0.00019999999999999998,0.0011719999999999999,-0.0016989999999999996,70,3
0,-0.001087,0.0005880000000000001,-0.001069,1,4
0,-9.500000000000003e-05,-0.00020400000000000008,-0.000395,2,4
0,0.00015799999999999977,-0.0007380000000000003,-0.000616,3,4
0,-0.00043900000000000015,-0.0006840000000000004,-0.001516,4,4
0,0.001445,-0.0009109999999999997,0.0012640000000000001,5,4
0,0.001489,-0.0012859999999999998,0.0008980000000000001,6,4
0,0.0005750000000000004,-0.0014349999999999996,-0.0007619999999999999,7,4
0,-3.9999999999999996e-05,9.799999999999989e-05,4.49999999999999e-05,8,4
0,0.0004959999999999999,-0.0003190000000000001,0.00042799999999999983,9,4
0,1.7000000000000142e-05,-0.0004399999999999998,-0.0004899999999999998,10,4
0,-0.0001010000000000001,-0.001564,-0.0020030000000000004,11,4
0,-0.0005449999999999999,0.00019500000000000019,-0.0006540000000000001,12,4
0,-0.001287,0.001996,0.000265,13,4
0,-0.0010539999999999998,-0.0008770000000000001,-0.002736,14,4
0,0.0006559999999999996,-0.0015040000000000003,-0.000709,15,4
0,-0.0012070000000000002,0.00036899999999999986,-0.0015190000000000004,16,4
0,0.0023420000000000008,-0.002482,0.0008689999999999998,17,4
0,-0.000618,-0.00018899999999999977,-0.001224,18,4
0,-0.0003799999999999999,-0.0004869999999999999,-0.001183,19,4
0,0.0014980000000000006,-0.002415,-0.00041700000000000016,20,4
0,-0.002588000000000001,0.0003000000000000007,-0.003835,21,4
0,0.002454,-0.00338,-2.0000000000004823e-06,22,4
0,0.0005580000000000001,-0.000641,0.00014900000000000004,23,4
