tl={
{
{1,-0.000173908247,0.001002165089,-0.000347825755},
{2,-0.001525968448,0.000397189913,-0.000187600943},
{3,-0.000167761588,-0.000172810021,0.000068296899},
{4,-0.000332345339,0.000458931763,-0.000001762293},
{5,-0.000399276478,0.000028748252,-0.000301435059},
{6,-0.001374106752,0.001127878463,0.000000000000},
{7,-0.000156767656,0.002280036245,-0.000313532049},
{8,-0.000419186798,0.000167378685,0.000059294989},
{9,-0.000206167031,-0.000082114102,0.000237045656},
{10,0.000003450602,0.000413034196,-0.000491119402},
{11,0.000470815661,0.000420331632,-0.000508530230},
{12,-0.000058121002,0.000721834023,-0.000000000020},
{13,-0.001205466133,0.001435203773,-0.000100579584},
{14,-0.000915856781,0.000032583797,0.000239883462},
{15,-0.000575693359,-0.000385638867,0.000439795213},
{16,-0.000373772106,0.000969328637,-0.000616015800},
{17,-0.000217865277,0.001502036682,-0.000809110565},
{18,-0.000452644587,0.001319643889,0.000312806711},
{19,-0.001063333778,0.000500827901,0.000614888759},
{20,-0.000120879698,0.000399349106,0.000092346798},
{21,0.001399592318,0.000325853486,-0.000567140758},
{22,0.000718540872,0.002286191076,-0.000582475314},
{23,-0.000871364293,0.001206443628,0.000021888171},
{24,-0.000473320260,-0.000145114387,0.000043185385},
{25,-0.000003769334,0.000369953898,0.000019760582},
{26,-0.000131349482,0.000076578290,-0.000168811560},
{27,0.000115546605,0.000150911089,0.000025023849},
{28,-0.000405684785,0.000627895627,0.000213953592},
{29,-0.000648173943,-0.000119334783,0.000454519829},
{30,-0.000062913554,0.001364104105,0.000329389913},
{31,-0.000448283187,0.000166207649,-0.000102340203},
{32,0.000483846046,0.000608426491,0.000177068358}},
{
{1,-0.000125229932,0.001555949079,-0.000250458836},
{2,-0.001137194505,0.000728898438,0.000683634885},
{3,-0.000572199676,-0.000468520428,0.000375076129},
{4,-0.000007136721,-0.000276808411,0.000336952375},
{5,0.000755513130,0.000579259368,-0.000634887358},
{6,-0.000031958062,-0.000011971345,0.000000000000},
{7,-0.000054208564,0.001707841691,-0.000108425900},
